session_id,target
444,5.822814822585034e-09
445,3.0518890715791944e-05
446,9.853326321739153e-06
447,6.184076181672904e-10
448,5.054063722403333e-05
449,2.447349263575912e-06
450,3.2114515466100073e-07
451,0.0009571430961970402
452,0.00028358322239517775
453,0.002120218097312537
454,9.599943603859506e-12
455,3.009145082162242e-06
456,5.284048730396591e-06
457,6.658288128871199e-08
458,0.00010779982414743201
459,1.2449286091642236e-05
460,5.989716966140859e-06
461,2.8762217289547822e-05
462,9.314992607286605e-10
463,5.55787223848605e-13
464,8.922372405192161e-09
465,3.885013464578968e-06
466,0.00021716540932820473
467,2.0926874839672865e-05
468,2.437299534795954e-10
469,1.2271719523626154e-07
470,1.1508258141532619e-05
471,0.0009083102218654309
472,5.990287843050504e-06
473,8.073759472245751e-08
474,1.0550419391412304e-13
475,0.13438543404323602
476,2.8567108158035873e-11
477,6.045616591501373e-08
478,0.001996741460148088
479,0.3924645547030602
480,0.0008107678548733287
481,0.028289319945319844
482,3.2373344246694e-06
483,9.157668025453973e-05
484,0.0026300858764978217
485,1.060414752472819e-06
486,4.707983138832501e-10
487,3.6395637386324675e-05
488,7.005451340661308e-08
489,0.009313981650702106
490,4.015908905504394e-10
491,0.0012394741126315488
492,0.008217690553409129
493,0.0001811027968240262
494,2.798964933045699e-05
495,4.861483595071549e-07
496,0.00016354127725588252
497,4.657922263875263e-06
498,0.000995756869266482
499,2.3606453480760028e-18
500,0.010776103988495347
501,3.352735284421937e-07
502,1.6262774910397201e-06
503,7.458265983471188e-05
504,0.00010084286830170576
505,0.00018846211242630267
506,1.6168330050712817e-06
507,3.202034827947289e-07
508,3.6038094796731946e-06
509,5.399381850824849e-11
510,4.106368572317121e-08
511,3.719928739603162e-11
512,3.1404828624372953e-08
513,2.262739941339032e-09
514,1.8482268273736407e-07
515,0.00019819871593981006
516,2.4671776814978987e-07
517,3.66621124938796e-06
518,1.0365806728524995e-09
519,5.617721703358029e-08
520,2.0169272632126018e-07
521,0.002370265100510429
522,0.5606318893017703
523,6.683514631933702e-08
524,4.6921545260271737e-08
525,4.0731299333150816e-05
526,4.711591008300214e-07
527,2.053631712918938e-06
528,5.8132121181536273e-05
529,5.554411819744587e-06
530,1.8603741489452865e-06
531,2.2565453813017713e-06
532,8.216931196124075e-07
533,2.982560553518064e-08
534,0.004104924510203938
535,5.251141135517598e-13
536,0.008369963373518126
537,3.921581220739558e-06
538,2.524184186829642e-05
539,3.434925752176418e-08
540,2.748991917324126e-10
541,5.104454104731158e-06
542,3.535903987341636e-05
543,5.380522680163826e-07
544,2.9479693688350837e-06
545,2.062380151404536e-06
546,5.523170248954282e-06
547,0.0012361501846128527
548,3.271435240953207e-07
549,0.0007369968161573745
550,0.0036650535947008226
551,1.3652693322488466e-06
552,0.00018709656807489475
553,1.649848905881569e-11
554,2.4083819502192493e-10
555,1.08316569145079e-09
556,0.0006246611961089601
557,1.9145049057729738e-07
558,0.00012451944461288478
559,1.6086368596408358e-07
560,1.2611296342962303e-09
561,0.00027262813462477863
562,7.347859115410968e-05
563,1.1876929900559956e-07
564,8.44127347370963e-08
565,9.081865523779394e-06
566,2.484126413214351e-06
567,9.301091547502578e-07
568,2.128215826178042e-10
569,3.277092773700686e-08
570,9.160935957708403e-05
571,3.010317743358495e-08
572,0.29939901188697604
573,9.460296913488215e-07
574,1.2853619715098394e-11
575,1.7310758417072353e-07
576,0.00022317524482837143
577,0.0005475783284669377
578,1.4666528562252816e-09
579,1.4033023018461565e-05
580,5.290231498912092e-06
581,0.030168064452186828
582,3.665707170431475e-05
583,3.527206433675975e-05
584,0.0008275707464570773
585,2.1096344340745244e-07
586,1.0500928067109898e-06
587,0.00038830007314945514
588,1.3544242767042286e-07
589,0.01634589531916832
590,3.246845957879411e-07
591,3.1620206994015192e-06
592,5.68549247907577e-08
593,5.066644479611048e-14
594,8.596980223484276e-10
595,1.1830053977059425e-05
596,0.00040892880939482555
597,0.004010809579204689
598,3.65843676948206e-05
599,8.393089443376834e-06
600,0.0018862278237889688
601,0.0012570466200877808
602,0.011625635772671498
603,2.616610711718754e-07
604,1.6746434036571707e-05
605,0.000959855387810296
606,9.967853169478826e-05
607,1.1003106497276844e-05
608,7.387063932766024e-05
609,8.516260234216429e-05
610,1.2889026720118973e-12
611,6.662662289318346e-11
612,0.16250208620104276
613,1.4587569566836674e-09
614,1.7013054904476242e-08
615,4.555551524682271e-07
616,3.0217596014742183e-07
617,2.041282032347719e-05
618,2.2596996667389955e-09
619,1.6670578268945521e-06
620,1.9290998780484116e-05
621,2.509529160776669e-06
622,0.25436935890961604
623,0.0039012560891267026
624,2.04185830582357e-09
625,0.00019875551646392488
626,0.0021676183730974666
627,2.4179425109816895e-09
628,1.6181441206625169e-15
629,0.005771383595128583
630,1.4587569566836674e-09
631,1.206610589065408e-05
632,3.7763129966977475e-06
633,1.0217393482288845e-06
634,2.2041912530788818e-05
635,6.707619579601802e-07
636,8.69857089400393e-08
637,1.6011958326763105e-07
638,3.493651481495197e-06
639,3.785959376249844e-08
640,1.8828168731813284e-12
641,1.5059892356761656e-05
642,5.825743410803664e-05
643,0.03299405052707574
644,2.0564473166489772e-08
645,0.0024958382709151915
646,4.1037521137605843e-07
647,2.6672336764473308e-09
648,6.43045199833405e-09
649,2.870683879551697e-06
650,1.1925296561502709e-06
651,2.1643851514261963e-07
652,0.23127822772576462
653,0.0008398442603645526
654,1.5507570996648014e-07
655,7.073821871302687e-05
656,0.02132766772168476
657,1.2476981703641066e-05
658,2.4003675208642496e-06
659,8.069477889011667e-05
660,2.8071570935932217e-06
661,2.489536611952667e-07
662,2.0308657195525056e-09
663,1.449765736788452e-08
664,4.3436954866564196e-08
665,2.9249904494128734e-09
666,2.473227316008578e-07
667,4.937383763199012e-07
668,0.0001830793210119153
669,5.508331768144789e-07
670,2.12380660983049e-09
671,0.00014505950206649982
672,0.0004630888206841453
673,0.002754104143255768
674,0.01745728802533634
675,0.021783373764555733
676,8.82658316832593e-06
677,9.12336634801755e-06
678,1.5479989795654733e-06
679,2.5543409408237102e-05
680,0.09610595665187838
681,1.0265132428333803e-06
682,4.90322617775776e-07
683,9.12495783635179e-07
684,1.349180620058802e-05
685,2.5075653818287667e-08
686,0.00035113382588907805
687,1.974180294676752e-05
688,6.0968711214997116e-05
689,0.00021468287377591634
690,0.00036062306636051004
691,3.509735906023017e-10
692,7.667943117771901e-07
693,0.0009656316531318262
694,0.00020408544776648462
695,1.154283108747031e-08
696,6.483056820799353e-06
697,0.00011909882193007576
698,0.0006285510027638827
699,2.8762217289547822e-05
700,1.969987231478853e-06
701,0.0008427033370150406
702,7.991660636942112e-09
703,5.949628636951775e-05
704,0.0005362271837651352
705,1.215107253111912e-10
706,9.326523954272063e-08
707,4.827399442548265e-10
708,3.3284561616662127e-08
709,0.06651213504525587
710,7.126703122907466e-05
711,6.125919020571371e-06
712,3.289784807533325e-08
713,3.3890882828851455e-05
714,3.623699796773042e-05
715,1.1583510679602161e-10
716,0.000260742192691672
717,0.00024720484863742146
718,1.3123346770331325e-05
719,4.492952377025729e-09
720,7.629017099207533e-08
721,4.7611236856475843e-07
722,7.005451340661308e-08
723,4.043949965212077e-07
724,2.8288542346976442e-06
725,1.760147058326062e-09
726,9.01757920609043e-11
727,1.9910427158787232e-07
728,4.456274645830269e-07
729,8.999459850593277e-05
730,0.006618333547979919
731,2.8200143326501363e-06
732,7.7760830417593e-06
733,2.818811911473156e-12
734,2.2980582569889307e-06
735,0.26117674005874864
736,3.312195204188798e-16
737,8.758483398962054e-09
738,2.2934133209194068e-08
739,5.8251360179375645e-05
740,2.8093734378662e-05
741,5.4327950212584536e-08
742,3.4063702966350226e-05
743,0.029895155713764953
744,1.3916860673457992e-06
745,1.7621027085744698e-05
746,1.928091898999501e-08
747,0.00011803958205804869
748,3.6394091968627624e-10
749,0.01232141105052322
750,5.296096023384627e-06
751,7.860818656067447e-09
752,1.1329504555797074e-09
753,5.365135541699748e-10
754,6.090755077831116e-09
755,2.4263880892071743e-07
756,0.00010241997561950274
757,4.762260597243676e-05
758,3.1217891340611244e-07
759,1.0830246486146544e-06
760,1.8331993045576229e-06
761,3.916349173761957e-05
762,2.3343891984331747e-05
763,0.0031376741945563997
764,4.665449354533689e-06
765,0.0013923791142734059
766,1.0634965454950108e-10
767,1.3445314162634407e-07
768,6.207561114849568e-06
769,1.1701715461459795e-06
770,0.00021445468616865124
771,1.2329212748775413e-05
772,4.466229485622883e-06
773,7.005451340661308e-08
774,0.00011909882193007576
775,2.701669273763192e-06
776,0.0006365228948264337
777,9.800459779480784e-05
778,0.00010496095493634933
779,3.720531285169206e-06
780,4.1427879876549064e-09
781,1.353277565279551e-05
782,3.2977520538757745e-07
783,7.911493930653712e-05
784,5.776452380535824e-06
785,1.98877410475447e-09
786,1.8839857137411147e-07
787,1.1001675407812071e-06
788,4.593328102772927e-07
789,2.1442676443903474e-05
790,5.712349304405731e-08
791,2.045741719540299e-05
792,4.492952377025729e-09
793,1.459516410579465e-06
794,1.0618766944972763e-05
795,7.801912066679059e-06
796,2.0768824203560826e-08
797,0.0003709648850910348
798,2.012518579837236e-07
799,1.4609509175963613e-13
800,0.00014183313478622817
801,3.7211654146573206e-06
802,0.0074145914234640935
803,7.1364417201187095e-09
804,2.689633625573029e-06
805,4.784176651570934e-06
806,5.664966642916039e-19
807,6.711383260927768e-10
808,4.544717391097628e-08
809,0.9583191266544738
810,6.867419616941797e-06
811,1.1287593803689532e-11
812,0.009805837343066053
813,1.3757863261130037e-05
814,0.010831961663580036
815,0.0002913187048942695
816,1.3917449672606836e-08
817,0.0010902497153486364
818,6.207561114849568e-06
819,5.709886149122277e-06
820,0.0024860277502429637
821,4.636771657350185e-07
822,0.00010994833305627646
823,0.0027020306755747635
824,5.371258620336085e-10
825,3.277092773700686e-08
826,1.3981419214321606e-06
827,1.684934976520299e-07
828,5.759410669005414e-05
829,0.0037981632404719555
830,4.320414216780179e-09
831,0.0016231272127322112
832,1.8768199712165233e-06
833,4.4634025094158714e-09
834,4.141178413037393e-09
835,3.116504698487424e-05
836,1.4154026774692802e-07
837,7.058567629749296e-05
838,6.367168222649142e-09
839,1.0042832155774224e-07
840,9.181115556280876e-09
841,4.627233547777561e-05
842,2.7387778665544884e-06
843,0.032888241622029794
844,0.0002974818207761154
845,3.010317743358495e-08
846,5.769655877892636e-07
847,1.3115020639751251e-06
848,2.37934970557819e-06
849,2.3250112918515026e-05
850,5.810238238525417e-08
851,1.4745914943664865e-09
852,1.8134879551903572e-06
853,0.004203168270837872
854,2.7549818992791176e-09
855,8.640464237181021e-07
856,4.727671731773307e-10
857,2.5075653818287667e-08
858,2.870683879551697e-06
859,0.009566553023531914
860,6.132372811281777e-05
861,0.0003001088327091583
862,1.4275378589842307e-06
863,1.394245184298086e-06
864,8.961995889655699e-11
865,6.022691111523406e-05
866,2.8104832862299645e-07
867,6.422253582141397e-09
868,0.00017607031350086165
869,5.834015659160177e-08
870,2.231032899709302e-07
871,9.397971624600994e-07
872,3.078066695942629e-05
873,2.1055231937284254e-13
874,2.323200991241243e-08
875,0.0012670173607977231
876,7.034800170995446e-08
877,2.8109871258671708e-06
878,3.010317743358495e-08
879,1.8626685851621617e-06
880,3.7982436671361176e-05
881,3.8078802062427335e-05
882,9.024583996267528e-08
883,0.233957448421059
884,0.01380210766429707
885,2.045741719540299e-05
886,8.854098842083595e-07
887,4.486180627444634e-06
888,8.063396226173852e-09
889,0.0001251281507631195
890,2.526972087432239e-10
891,2.45826516666618e-07
892,0.002306862850691999
893,2.5075653818287667e-08
894,1.1421979043759038e-05
895,2.870683879551697e-06
896,0.00041061005204595115
897,3.3807131545194466e-07
898,0.026296451536619133
899,2.4032738049337164e-06
900,0.00021602761321883263
901,9.442293082501636e-06
902,6.43045199833405e-09
903,1.3340070227917813e-06
904,7.673083849221503e-07
905,0.00037307189376587803
906,6.783136409899879e-07
907,0.04852038397017676
908,0.00043146512638478633
909,9.847397780278606e-07
910,2.127976842204355e-08
911,3.673546942249138e-10
912,1.4745157829114986e-07
913,1.205692655572364e-05
914,3.3317890907401806e-05
915,0.002312254598013678
916,2.738126295599551e-07
917,2.8889848425058172e-06
918,2.697421204104567e-06
919,2.04185830582357e-09
920,0.00039375066123772343
921,0.0042410620480936665
922,1.5556997550894525e-09
923,0.0004900553287541665
924,2.1353022627211107e-09
925,3.200008675619793e-05
926,1.4905979130347559e-09
927,4.5167657024927456e-08
928,3.3253165772242716e-05
929,2.491178187104769e-07
930,0.8349000815333601
931,5.38959926486895e-07
932,7.186669950865325e-05
933,3.3493878636815818e-06
934,1.0042832155774224e-07
935,1.3102403868588386e-13
936,0.00011629851799758041
937,2.371270837129108e-07
938,0.0031723293280015393
939,0.0015334897483047349
940,0.0008333171051659978
941,8.506675433483798e-09
942,1.7819395793515875e-05
943,0.03600931039184806
944,4.0065356351874476e-08
945,5.3283377699933176e-05
946,1.468718964461927e-07
947,8.63272826496908e-09
948,4.09617385037963e-18
949,6.583471161224506e-09
950,4.611618777364369e-07
951,5.157906145300506e-05
952,1.6605005480794169e-09
953,2.1413787229756717e-05
954,0.10232121924562822
955,1.1771803447881683e-05
956,1.4587569566836674e-09
957,1.4905979130347559e-09
958,9.50477574502256e-05
959,0.004239757069410172
960,2.6926496416948156e-10
961,1.2181451017981476e-06
962,5.639661962828729e-07
963,4.622893185073829e-08
964,3.981912048212008e-06
965,5.297065848738998e-05
966,1.828230399152095e-05
967,9.91167570723085e-09
968,1.4515631989408662e-05
969,5.529349519851458e-13
970,4.1622137475291615e-06
971,6.319767196864127e-07
972,1.948066788921873e-08
973,5.743163388338343e-08
974,6.576324639328898e-07
975,4.4109397348440995e-10
976,1.1629035148244448e-05
977,1.44715222447201e-08
978,2.9421135490259445e-05
979,9.346395780179039e-05
980,4.709266915464554e-12
981,1.0044537910725167e-10
982,4.1760826081236874e-07
983,0.0009026316425844915
984,2.4945354546830706e-08
985,0.026979386517342843
986,3.810543530867947e-08
987,1.0562568586440283e-05
988,2.290837683151429e-08
989,1.0596417120237684e-07
990,7.785457993270432e-11
991,0.00044426804674413135
992,7.576949454758407e-07
993,1.6702818130545326e-10
994,8.257693679538857e-08
995,1.9222201567411548e-09
996,9.406724868265888e-13
997,0.00027039580687957557
998,0.0027290073834453266
999,3.499656152964501e-06
1000,0.0003063680386402792
1001,1.7013054904476242e-08
1002,0.0016012880606805814
1003,1.0177341828615733e-08
1004,2.4435320192198976e-09
1005,1.4494094652265e-08
1006,0.0007069124891972
1007,3.073377822551731e-07
1008,0.19136363793446387
1009,2.985837171800183e-05
1010,1.7013054904476242e-08
1011,8.344728572979374e-06
1012,3.459975553816004e-07
1013,3.0365418357551895e-07
1014,3.326891637007848e-06
1015,5.055496038639935e-10
1016,0.0018334213094569273
1017,0.004203168270837872
1018,2.458772160761615e-12
1019,3.862560784612298e-08
1020,6.0666638927627567e-05
1021,1.0939774980308747e-06
1022,8.433038626064675e-05
1023,8.213661107969092e-09
1024,3.266808799495534e-08
1025,0.06583640982210964
1026,2.870683879551697e-06
1027,1.5636199166944098e-07
1028,5.5533950897227375e-08
1029,4.019340442403349e-07
1030,0.0032900507504045775
1031,1.8809584068965267e-06
1032,0.00043451635813690904
1033,1.4431559027643195e-10
1034,0.017696913425308866
1035,3.3779805477125456e-10
1036,0.04862096559358656
1037,8.749854393072959e-10
1038,0.010950012571964332
1039,1.4659872000182229e-08
1040,0.00029238503631215547
1041,0.00011849820901910923
1042,0.004827572249766152
1043,8.709932664727689e-08
1044,2.40367536957555e-08
1045,0.0008716501803667642
1046,7.801246357665418e-07
1047,4.461360955824523e-15
1048,0.0017797908218412394
1049,1.2856519623881586e-08
1050,3.188549601067922e-08
1051,5.659659103924249e-07
1052,1.0460598810733267e-06
1053,1.6287003780394145e-07
1054,4.075166887713699e-05
1055,0.00043154709993011416
1056,5.631488200522226e-08
1057,5.165539779814436e-07
1058,8.3572533104348e-08
1059,2.7857919977008332e-05
1060,2.671872290402072e-07
1061,0.025582045453948554
1062,9.185174374812567e-05
1063,3.6281248831996637e-06
1064,3.802922022207029e-12
1065,4.898778447130375e-06
1066,2.510925153289183e-06
1067,7.321724007314989e-07
1068,3.683398488044931e-06
1069,2.943997153487807e-09
1070,6.804833609195546e-08
1071,5.7571326777579525e-05
1072,1.930459184371451e-09
